id,lat,lon,user,uid,version,changeset,timestamp 
196690487,43.1826302,-87.89929,woodpeck_fixbot,147510,4,2151937,2009-08-15T11:35:43Z
196690565,43.1076461,-87.9069524,iandees,4732,6,14002461,2012-11-23T18:06:39Z
196690669,43.1494021,-87.9022844,maxerickson,360392,5,18611634,2013-10-30T04:35:55Z
196690740,43.1881758,-87.9564218,adbrown,54598,3,2430785,2009-09-09T23:08:22Z
196690861,43.0957503,-87.9005292,Gary Cox,383843,4,8549099,2011-06-26T07:43:34Z
196690982,43.0460232,-87.9792283,ItalianMustache,1743198,4,37490748,2016-02-27T22:36:48Z
196691151,42.9372811,-87.8786275,woodpeck_fixbot,147510,3,2151937,2009-08-15T11:36:11Z
196691247,43.0110702,-87.909251,ItalianMustache,1743198,4,37620814,2016-03-05T04:08:17Z
196691355,42.970015,-87.8797275,iandees,4732,3,6471346,2010-11-27T16:47:44Z
196691499,42.9934584,-88.052697,woodpeck_fixbot,147510,3,2151937,2009-08-15T11:36:17Z
196691634,42.9338547,-88.0262069,whammypower788,108601,3,3886174,2010-02-15T20:07:34Z
196691739,43.0587327,-87.8956582,hogrod,21289,4,5834237,2010-09-21T04:40:32Z
196691835,43.1173985,-87.9116966,woodpeck_fixbot,147510,4,2151937,2009-08-15T11:36:23Z
196691988,43.0515479,-87.9758377,iandees,4732,3,9957916,2011-11-26T16:45:09Z
196692068,43.1824214,-87.9860667,adbrown,54598,3,2429973,2009-09-09T21:29:55Z
196692105,43.1405722,-87.9283829,bbauter,156587,4,5176889,2010-07-09T20:48:19Z
196692244,42.9431227,-87.9908773,whammypower788,108601,3,3859138,2010-02-12T19:10:21Z
196692366,43.0519642,-87.9713585,bbauter,156587,3,4389147,2010-04-11T04:08:25Z
196692611,42.909265,-88.0010727,whammypower788,108601,3,8109920,2011-05-11T08:58:46Z
196692712,42.9917366,-87.959024,Gary Cox,383843,3,7388099,2011-02-25T07:54:21Z
196692811,43.0665166,-88.0656884,Ivan Komarov,69864,4,8877032,2011-07-31T01:50:51Z
196692885,43.1651463,-87.92715,iandees,4732,5,6473991,2010-11-27T22:26:31Z
196693011,43.0355071,-87.905324,LocalTrailgeek,336222,10,46752507,2017-03-10T23:34:43Z
196693101,43.1823503,-87.8911296,adbrown,54598,4,2280409,2009-08-27T18:53:15Z
196693250,43.0878866,-87.9672555,Ivan Komarov,69864,4,6243136,2010-10-31T17:22:07Z
196693548,42.9142039,-87.9686207,Tom Layo,280679,3,8868585,2011-07-30T02:40:55Z
196693722,43.0014843,-87.9541881,Gary Cox,383843,3,7398244,2011-02-26T10:59:50Z
196693830,43.0956076,-87.8778281,iandees,4732,3,14591717,2013-01-09T21:43:24Z
196693993,42.942515,-88.000585,woodpeck_fixbot,147510,2,2151937,2009-08-15T11:37:00Z
196694054,43.0110353,-88.0373156,Ivan Komarov,69864,3,9752316,2011-11-06T04:59:29Z
196694156,43.1807932,-87.9176108,bbauter,156587,3,2245798,2009-08-24T17:06:40Z
196694255,42.9416699,-88.0262391,whammypower788,108601,3,3886174,2010-02-15T20:06:21Z
196694382,43.1524945,-88.0543224,bbauter,156587,5,7701759,2011-03-28T21:29:10Z
196694472,42.9274399,-87.9937501,whammypower788,108601,3,3859138,2010-02-12T18:58:18Z
196694546,43.0314831,-87.9856365,ItalianMustache,1743198,4,39963497,2016-06-12T01:45:59Z
196694641,43.1336664,-87.994794,David Peters,353101,4,13100055,2012-09-13T19:32:12Z
196694763,43.1206294,-87.9997443,Gary Cox,383843,3,7662343,2011-03-25T06:06:41Z
196694905,42.9390248,-87.9567219,RoadGeek_MD99,475877,3,11208764,2012-04-07T01:43:59Z
196694988,43.1346916,-88.03868,ItalianMustache,1743198,4,34863060,2015-10-25T16:40:38Z
196695154,43.1901125,-87.9740473,Jim Mauck,160263,3,2207488,2009-08-20T05:37:06Z
196695294,43.0424217,-88.0206398,FightingIrish1,1704100,4,18758931,2013-11-07T04:39:04Z
196695410,42.9672356,-87.961226,noliver,91568,3,18220745,2013-10-06T21:27:42Z
196695588,43.1160144,-87.966552,GIS_Analyst_Ben,236820,4,3959959,2010-02-24T04:48:26Z
196695748,42.9963508,-87.9142182,Gary Cox,383843,4,7539823,2011-03-13T00:26:00Z
196695878,42.9871774,-88.0257984,NickConnolly,1480053,3,22011982,2014-04-28T22:23:59Z
196696005,43.0544127,-87.9024473,shuui,1952296,6,46296040,2017-02-22T06:31:44Z
197623660,43.0323432,-87.9722936,KindredCoda,14293,4,43686330,2016-11-16T01:35:08Z
197634268,43.0324433,-87.9703139,KindredCoda,14293,4,43686330,2016-11-16T01:35:07Z
197644066,43.0286602,-87.9692562,bbauter,156587,9,4351021,2010-04-07T03:57:36Z
197686929,43.1751693,-87.9157031,Skybunny,1751737,3,42276255,2016-09-19T17:50:14Z
197687724,43.1769439,-87.9181858,bbauter,156587,2,2245798,2009-08-24T17:06:01Z
197688127,43.1769876,-87.9159504,jonesydesign,1802220,3,21209428,2014-03-20T12:48:29Z
197688337,43.1755818,-87.9177795,Skybunny,1751737,3,42276255,2016-09-19T17:50:14Z
197688564,43.175877,-87.9166369,Skybunny,1751737,5,42276255,2016-09-19T17:50:14Z
197797316,43.1205213,-87.9232642,iandees,4732,3,3252923,2009-11-30T04:54:02Z
197798044,43.1234303,-87.92816,iandees,4732,3,3252923,2009-11-30T04:54:04Z
197823363,43.1308304,-87.9258207,iandees,4732,3,14002461,2012-11-23T18:06:39Z
197952684,43.1023624,-87.9173519,whammypower788,108601,2,480748,2009-04-13T17:04:07Z
198027873,43.1135091,-87.9255832,iandees,4732,2,3252923,2009-11-30T04:53:59Z
198058290,43.1188308,-87.9182595,iandees,4732,4,14002461,2012-11-23T18:06:39Z
198062510,43.1179852,-87.9191289,iandees,4732,3,3252923,2009-11-30T04:54:01Z
198081308,43.1363982,-87.917576,iandees,4732,3,8285088,2011-05-29T19:39:39Z
198088826,43.1426214,-87.91654,bbauter,156587,2,2290597,2009-08-28T15:07:36Z
198101297,43.1471082,-87.9166462,iandees,4732,3,5564964,2010-08-22T19:48:06Z
198144450,43.137641,-87.9120143,ItalianMustache,1743198,3,38075292,2016-03-26T00:34:11Z
198157137,43.1529159,-87.9081809,iandees,4732,2,5564654,2010-08-22T19:21:46Z
198202465,43.1383463,-87.9033184,ItalianMustache,1743198,4,37046219,2016-02-06T18:22:19Z
198213756,43.1493504,-87.9037877,iandees,4732,2,11231082,2012-04-08T21:34:11Z
198269280,43.1112715,-87.8942366,iandees,4732,6,14591717,2013-01-09T21:43:24Z
199488497,43.0234911,-87.9941417,Gary Cox,383843,2,8376632,2011-06-08T08:12:44Z
200324238,43.0569713,-87.895498,shuui,1952296,6,44994197,2017-01-08T06:14:09Z
200324613,43.086254,-87.89393,ItalianMustache,1743198,5,37209824,2016-02-14T18:39:23Z
200324880,43.0629064,-87.8930785,iandees,4732,4,11231082,2012-04-08T21:34:20Z
200364631,43.0117973,-87.9111405,whammypower788,108601,3,862282,2009-03-26T17:43:26Z
201580600,42.9787827,-87.8805366,iandees,4732,1,504943,2008-01-01T17:50:09Z
201624121,42.9868851,-87.8871344,ItalianMustache,1743198,2,25862535,2014-10-04T22:45:06Z
201664567,42.9841134,-87.9075084,ItalianMustache,1743198,2,32947035,2015-07-29T05:42:40Z
201705328,42.9926852,-87.901056,iandees,4732,1,504943,2008-01-01T19:16:30Z
201778557,43.0055938,-87.9154449,iandees,4732,1,504943,2008-01-01T20:00:03Z
201778824,43.0113468,-87.9156829,LocalTrailgeek,336222,2,36765234,2016-01-23T20:18:59Z
201847476,43.0223877,-87.9189003,Hjart,207581,2,21301791,2014-03-25T09:45:56Z
201847726,43.0215065,-87.9215216,iandees,4732,1,504943,2008-01-01T20:41:23Z
201847950,43.0225891,-87.9188665,Hjart,207581,3,21301791,2014-03-25T09:45:56Z
201895512,43.0066827,-87.9154501,Gary Cox,383843,3,7283079,2011-02-14T06:19:18Z
201905357,43.0021661,-87.910954,iandees,4732,4,11231082,2012-04-08T21:34:27Z
201905691,42.9972033,-87.9122003,Mulad,502142,5,34025217,2015-09-14T17:37:46Z
202143241,42.9865205,-87.9159878,maxerickson,360392,11,18639573,2013-10-31T18:11:44Z
202143475,42.9802701,-87.9159943,Gary Cox,383843,3,8679504,2011-07-10T03:20:05Z
202157443,42.9845699,-87.9157981,iandees,4732,1,517392,2008-01-02T00:49:50Z
202157636,42.9816588,-87.9183924,Gary Cox,383843,4,8679680,2011-07-10T04:11:39Z
202204677,42.9716086,-87.9274319,Mulad,502142,5,34113598,2015-09-19T00:45:06Z
202245635,42.9900852,-87.9424437,iandees,4732,1,517392,2008-01-02T01:40:57Z
202256795,42.9931213,-87.9455626,iandees,4732,1,517392,2008-01-02T01:49:21Z
202310204,42.9761062,-87.995624,iandees,4732,1,517392,2008-01-02T02:29:55Z
202408318,42.9856497,-87.9929324,iandees,4732,1,517392,2008-01-02T03:52:51Z
202416055,42.9901136,-87.992895,iandees,4732,1,517392,2008-01-02T04:00:06Z
202425166,42.992551,-87.9890214,maxerickson,360392,2,18639573,2013-10-31T18:11:44Z
206363209,43.0269279,-87.9179684,shuui,1952296,7,38076135,2016-03-26T02:58:43Z
206364780,43.0334458,-87.9122217,shuui,1952296,2,38089783,2016-03-26T20:23:42Z
206486999,43.0412306,-87.9201347,shuui,1952296,8,37289862,2016-02-18T15:25:45Z
207579702,43.0317687,-87.9224216,ItalianMustache,1743198,8,41515970,2016-08-17T16:35:43Z
207580238,43.0347822,-87.9214003,whammypower788,108601,2,873292,2009-03-31T22:27:33Z
207580495,43.0350397,-87.924599,whammypower788,108601,2,873292,2009-03-31T22:27:33Z
207583277,43.0380249,-87.9254203,Skybunny,1751737,3,36276024,2015-12-31T05:31:46Z
207607016,43.0355879,-87.9198575,whammypower788,108601,8,3898056,2010-02-17T04:02:53Z
207607412,43.0354205,-87.918946,whammypower788,108601,2,3911572,2010-02-18T19:41:41Z
207607537,43.0365343,-87.9239589,whammypower788,108601,2,406413,2009-04-11T05:28:41Z
207607572,43.0362404,-87.9237922,ItalianMustache,1743198,3,37486797,2016-02-27T18:31:07Z
207607687,43.0376509,-87.92433,iandees,4732,1,566993,2008-01-06T21:55:27Z
207607800,43.0359126,-87.9257625,iandees,4732,1,566993,2008-01-06T21:55:34Z
207607949,43.0356818,-87.9251529,bbauter,156587,5,2330632,2009-08-31T20:39:53Z
207608060,43.0352138,-87.9228824,iandees,4732,1,566993,2008-01-06T21:55:47Z
207608468,43.0285614,-87.9228397,maxerickson,360392,4,35299199,2015-11-14T03:05:09Z
207646518,43.0355139,-87.9450129,whammypower788,108601,10,3889365,2010-02-16T04:44:52Z
207660368,43.0333073,-87.9503721,whammypower788,108601,3,242067,2009-04-04T22:55:03Z
207672908,43.0260436,-87.9464475,steverumizen,2655992,4,36885962,2016-01-29T19:23:19Z
207680507,43.0355921,-87.9421192,Gary Cox,383843,2,7530471,2011-03-12T08:12:59Z
207694306,43.0357525,-87.9139125,Skybunny,1751737,11,35981029,2015-12-16T06:43:32Z
207698434,43.0315977,-87.900208,whammypower788,108601,16,3898056,2010-02-17T04:04:30Z
207699895,43.0387979,-87.8983533,shuui,1952296,8,36745632,2016-01-22T18:40:12Z
207699925,43.0458,-87.8949116,shuui,1952296,6,37634284,2016-03-05T20:15:31Z
207704270,43.0534704,-87.886013,shuui,1952296,6,37634284,2016-03-05T20:15:32Z
207704304,43.054231,-87.8818307,shuui,1952296,5,37634284,2016-03-05T20:15:32Z
207708941,43.0654088,-87.8692395,shuui,1952296,8,37751675,2016-03-11T05:22:32Z
207708968,43.0678424,-87.8678553,shuui,1952296,5,37751675,2016-03-11T05:22:32Z
207709147,43.0714136,-87.8673085,shuui,1952296,9,36331126,2016-01-03T04:05:39Z
207709177,43.0697946,-87.8704204,shuui,1952296,3,37887823,2016-03-17T05:26:23Z
207711371,43.0354395,-87.9002699,whammypower788,108601,4,3898056,2010-02-17T04:03:34Z
207712924,43.0360791,-87.9039234,iandees,4732,1,566993,2008-01-07T01:38:15Z
207716261,43.0583529,-87.8983929,ItalianMustache,1743198,3,36785288,2016-01-24T21:56:48Z
207719888,43.0469534,-87.925918,ItalianMustache,1743198,8,38046650,2016-03-24T18:13:47Z
207719937,43.0467935,-87.9205577,bbauter,156587,6,2330632,2009-08-31T20:37:53Z
207722442,43.0530594,-87.9291004,whammypower788,108601,5,480748,2009-04-13T16:52:22Z
207722481,43.0525316,-87.9306887,ItalianMustache,1743198,3,36187078,2015-12-27T01:03:41Z
207726134,43.0742541,-87.8697281,shuui,1952296,10,37927828,2016-03-18T20:57:43Z
207730376,43.0536249,-87.9499803,ItalianMustache,1743198,2,36212022,2015-12-28T05:38:37Z
207730632,43.0526041,-87.9424653,whammypower788,108601,2,242067,2009-04-04T22:58:21Z
213274046,43.1940813,-88.0831945,ItalianMustache,1743198,5,41315119,2016-08-08T02:58:04Z
213275516,43.2153496,-88.0998453,bbauter,156587,5,4394136,2010-04-11T14:33:14Z
213276017,43.2110508,-88.0765527,bbauter,156587,5,4095010,2010-03-11T02:51:09Z
213278109,43.2058004,-88.0950301,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:19:24Z
213283441,43.1920883,-88.0701389,FightingIrish1,1704100,5,18433875,2013-10-19T13:32:19Z
213284513,43.2028537,-88.0962575,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:21:13Z
213292039,43.2084296,-88.0712741,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:23:22Z
213295362,43.1953637,-88.089657,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:24:11Z
213300909,43.2121656,-88.0864214,bbauter,156587,4,7500548,2011-03-09T03:48:03Z
213302064,43.210401,-88.086617,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:26:16Z
213304970,43.2057804,-88.0784461,Mulad,502142,4,19576378,2013-12-22T04:13:20Z
213306646,43.2145052,-88.0966352,bbauter,156587,5,7771388,2011-04-05T04:42:31Z
213309973,43.2065814,-88.0739435,FightingIrish1,1704100,6,18377975,2013-10-15T23:49:38Z
213310748,43.2064728,-88.0922235,bbauter,156587,6,4394136,2010-04-11T14:33:49Z
213311983,43.2064916,-88.0885071,woodpeck_fixbot,147510,4,3170908,2009-11-20T19:29:17Z
213324162,43.2007639,-88.094764,woodpeck_fixbot,147510,3,3170908,2009-11-20T19:33:52Z
213334870,43.1987426,-88.0920087,woodpeck_fixbot,147510,4,3170908,2009-11-20T19:37:42Z
215404161,43.1471583,-87.9438079,iandees,4732,3,16570639,2013-06-16T03:26:12Z
215404445,43.1453923,-87.9379271,iandees,4732,3,6473991,2010-11-27T22:25:55Z
215412982,43.1616164,-87.9502652,Gary Cox,383843,3,8615300,2011-07-03T08:14:49Z
215413261,43.1576368,-87.9559933,Gary Cox,383843,3,8615300,2011-07-03T08:14:50Z
215413543,43.1599351,-87.9474317,iandees,4732,2,6473991,2010-11-27T22:25:50Z
231813985,43.2121587,-87.9275046,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:12:54Z
231818547,43.2166174,-87.9973876,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:13:46Z
231819242,43.2106841,-87.8998055,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:13:56Z
231820073,43.209475,-87.9329033,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:14:06Z
231820351,43.2056614,-87.9373263,ItalianMustache,1743198,4,32253973,2015-06-28T01:04:14Z
231820531,43.2049217,-87.9490884,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:14:12Z
231822336,43.2016735,-87.9370489,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:14:41Z
231822774,43.2040089,-87.9277129,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:14:48Z
231823148,43.2035583,-87.9163025,ItalianMustache,1743198,4,34073908,2015-09-16T23:46:45Z
231824530,43.2071225,-88.000724,shuui,1952296,5,45729221,2017-02-01T22:36:34Z
231825205,43.2004905,-87.9065943,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:15:38Z
231827368,43.2020167,-87.9354165,ItalianMustache,1743198,4,32253973,2015-06-28T01:04:15Z
231828170,43.2020484,-87.9045429,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:16:09Z
231829275,43.1947401,-87.9305383,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:16:21Z
231830409,43.199695,-87.9620357,ItalianMustache,1743198,5,43048194,2016-10-21T00:55:42Z
231830882,43.2144171,-87.9813134,maxerickson,360392,4,17974451,2013-09-22T14:12:20Z
231830979,43.1940801,-87.9130473,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:16:37Z
231832460,43.1944587,-87.9491156,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:16:52Z
231833220,43.2090742,-87.967465,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:16:59Z
231833690,43.2048473,-87.9193272,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:17:04Z
231834765,43.1927532,-87.9722706,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:17:13Z
231836059,43.207654,-87.962185,woodpeck_fixbot,147510,2,3039277,2009-11-05T10:17:41Z
231836773,43.2062668,-87.9376128,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:17:46Z
231836891,43.1940423,-87.9736696,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:17:47Z
231837658,43.2069609,-87.9612201,ItalianMustache,1743198,6,43021967,2016-10-19T23:02:33Z
231838908,43.2055718,-87.9360605,ItalianMustache,1743198,4,32253973,2015-06-28T01:04:14Z
231839045,43.1967191,-87.9344886,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:18:08Z
231840052,43.2032435,-87.9534488,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:18:18Z
231840997,43.2125358,-87.9072938,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:18:26Z
231841563,43.2049068,-87.9568673,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:18:31Z
231841795,43.2093079,-87.9014706,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:18:34Z
231842856,43.2117267,-87.9537063,woodpeck_fixbot,147510,5,3039277,2009-11-05T10:18:43Z
231843802,43.2121546,-87.9428986,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:18:52Z
231844955,43.2055145,-87.9055643,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:19:00Z
231846330,43.1977866,-88.0323876,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:19:12Z
231847004,43.2021403,-88.0327576,ItalianMustache,1743198,4,42051808,2016-09-10T02:39:13Z
231848249,43.2088542,-88.000709,ItalianMustache,1743198,4,38124357,2016-03-28T16:34:25Z
231851372,43.2152922,-87.9561096,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:20:10Z
231851876,43.1946116,-88.0367981,bbauter,156587,4,4170953,2010-03-19T15:24:04Z
231853613,43.2016043,-87.9557319,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:20:29Z
231855495,43.195708,-87.906886,woodpeck_fixbot,147510,2,3039277,2009-11-05T10:20:45Z
231855872,43.1990118,-87.9436324,ItalianMustache,1743198,4,32253973,2015-06-28T01:04:16Z
231857545,43.1926722,-87.904653,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:21:03Z
231858652,43.2154977,-88.0000226,Ivan Komarov,69864,4,4800591,2010-05-25T06:20:52Z
231860127,43.1975898,-87.9055814,woodpeck_fixbot,147510,5,3039277,2009-11-05T10:21:41Z
231860867,43.1959761,-87.9182143,woodpeck_fixbot,147510,4,3039277,2009-11-05T10:21:47Z
231862228,43.2052643,-87.9612766,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:21:58Z
231863689,43.2025052,-87.954496,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:12Z
231864936,43.194208,-87.900286,woodpeck_fixbot,147510,2,3039277,2009-11-05T10:22:18Z
231866582,43.2024504,-87.9490025,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:27Z
231868848,43.2013602,-87.9101133,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:41Z
231869117,43.2146542,-87.9162073,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:43Z
231870331,43.1949718,-87.9529952,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:50Z
231870838,43.2082172,-87.9648557,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:22:52Z
231873127,43.2011027,-88.0339755,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:23:08Z
231874638,43.1938736,-87.9220252,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:23:17Z
231875140,43.197983,-87.9500672,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:23:19Z
231876309,43.1951063,-87.9103865,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:23:40Z
231877837,43.2114379,-87.9797923,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:23:50Z
231880084,43.2125671,-87.9076457,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:24:03Z
231883364,43.2029259,-87.935098,woodpeck_fixbot,147510,3,3039277,2009-11-05T10:24:20Z
232797731,43.080796,-88.072806,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:24:58Z
232798314,42.962088,-88.077571,woodpeck_fixbot,147510,2,3552401,2010-01-06T10:55:24Z
232799322,43.145758,-88.092522,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:52:21Z
232799481,43.036441,-88.073985,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:28:13Z
232799703,43.088144,-88.069236,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:38:39Z
232803622,43.141544,-88.077955,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:28:30Z
232805128,43.175914,-88.089953,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:52:32Z
232808264,43.119099,-88.09906,woodpeck_fixbot,147510,2,3552420,2010-01-06T11:03:08Z
232813303,43.0743955,-88.0983712,ItalianMustache,1743198,3,34895644,2015-10-27T03:47:54Z
232813400,43.073929,-88.100088,woodpeck_fixbot,147510,2,3552420,2010-01-06T11:03:14Z
232814125,43.184541,-88.072213,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:25:44Z
232814825,43.1221375,-88.0669512,Tom Layo,280679,3,12604810,2012-08-04T02:49:28Z
232815871,43.10902,-88.066538,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:52:51Z
232822378,43.0360736,-88.0767892,ItalianMustache,1743198,4,41477564,2016-08-15T21:51:35Z
232822646,43.0366425,-88.0868933,ItalianMustache,1743198,3,44162312,2016-12-04T17:31:18Z
232824461,42.954244,-88.070264,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:29:52Z
232838092,43.032625,-88.080797,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:04Z
232840061,43.0114859,-88.095447,ItalianMustache,1743198,3,44166237,2016-12-04T20:41:21Z
232840572,43.177324,-88.090133,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:31:11Z
232840665,43.175983,-88.090457,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:11Z
232844074,42.905868,-88.079501,woodpeck_fixbot,147510,2,3552401,2010-01-06T10:55:47Z
232844708,43.035145,-88.068925,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:40:53Z
232845250,43.067023,-88.096835,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:53:41Z
232846021,43.029394,-88.079313,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:31:35Z
232848250,43.068697,-88.097435,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:31:40Z
232849927,43.036237,-88.099309,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:41:01Z
232852583,43.057166,-88.09066,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:41Z
232854727,43.074807,-88.079629,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:46Z
232854815,43.072598,-88.080544,woodpeck_fixbot,147510,2,3552420,2010-01-06T11:03:55Z
232855266,43.181064,-88.098654,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:48Z
232855407,43.179428,-88.092899,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:48Z
232855512,43.177283,-88.092293,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:32:08Z
232856874,42.909776,-88.075372,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:52Z
232856980,42.908092,-88.079099,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:52Z
232857089,42.908962,-88.073115,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:32:13Z
232857227,42.906648,-88.071048,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:32:13Z
232857332,42.906372,-88.07437,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:53Z
232857545,42.93198,-88.07447,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:53:59Z
232857644,42.931318,-88.076421,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:54Z
232858084,43.179183,-88.092006,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:55Z
232858191,43.178415,-88.089883,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:41:31Z
232859350,42.958185,-88.073123,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:27:58Z
232866189,43.015999,-88.085166,woodpeck_fixbot,147510,2,3552420,2010-01-06T11:04:06Z
232866524,43.0161995,-88.0734396,maxerickson,360392,3,18618243,2013-10-30T14:34:48Z
232867720,43.025381,-88.084069,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:54:16Z
232868185,43.050055,-88.098554,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:41:47Z
232868674,43.125589,-88.082035,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:32:50Z
232869497,43.03905,-88.099066,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:54:18Z
232874650,43.040159,-88.086302,woodpeck_fixbot,147510,2,3552420,2010-01-06T11:04:13Z
232874754,43.041786,-88.08525,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:41:58Z
232875483,43.092811,-88.097044,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:33:28Z
232876238,42.906973,-88.077717,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:33:33Z
232877709,43.0640259,-88.0963058,Mulad,502142,3,19559590,2013-12-21T00:40:51Z
232877850,43.100438,-88.071427,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:29:03Z
232881079,43.109459,-88.083755,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:02Z
232881489,42.957571,-88.090376,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:04Z
232881636,42.9576,-88.0917,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:05Z
232883303,43.023635,-88.070862,woodpeck_fixbot,147510,2,2097370,2009-08-10T13:42:14Z
232884484,42.968488,-88.070299,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:21Z
232884539,42.968024,-88.074474,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:21Z
232884866,42.968023,-88.070444,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:29:21Z
232885123,43.0381836,-88.086243,ItalianMustache,1743198,3,40212600,2016-06-22T19:23:47Z
232885227,43.037312,-88.082292,woodpeck_fixbot,147510,2,2946171,2009-10-25T13:29:22Z
232885314,43.037623,-88.080755,woodpeck_fixbot,147510,2,3095793,2009-11-12T06:54:47Z
232886329,43.036759,-88.096696,ItalianMustache,1743198,3,40212600,2016-06-22T19:23:48Z
232887797,43.18169,-88.095699,woodpeck_fixbot,147510,2,2499974,2009-09-16T09:34:42Z
232888144,42.9955119,-88.0702669,FightingIrish1,1704100,3,18375878,2013-10-15T20:17:25Z
